Timestamp,World_X,World_Y,World_Z,UTM_Easting,UTM_Northing,UTM_Zone,Velocity_kmh,Yaw,Throttle,Steering,Brake,Acceleration_kmh_per_s
0.408,-3490.00,-9330.00,54.51,320797.7602,4039142.5139,52,1.47,0.0000,1.000,0.092,0.000,0.00
0.408,-3490.00,-9330.00,54.51,320797.7602,4039142.5139,52,1.47,0.0000,1.000,0.092,0.000,0.00
0.408,-3490.00,-9330.00,54.51,320797.7602,4039142.5139,52,1.47,0.0000,1.000,0.092,0.000,0.00
0.408,-3490.00,-9330.00,54.51,320797.7602,4039142.5139,52,1.47,0.0000,1.000,0.092,0.000,0.00
0.511,-3490.00,-9330.00,48.52,320797.7602,4039142.5139,52,3.82,0.0000,1.000,0.092,0.000,22.94
0.625,-3490.00,-9330.00,28.73,320797.7602,4039142.5139,52,7.84,0.0000,1.000,0.092,0.000,35.22
0.713,-3486.85,-9330.00,10.89,320797.7917,4039142.5139,52,6.10,0.0012,1.000,0.092,0.000,-19.71
0.822,-3475.33,-9330.16,10.44,320797.9069,4039142.5155,52,5.61,0.0252,1.000,0.092,0.000,-4.50
0.915,-3458.25,-9330.27,18.71,320798.0777,4039142.5166,52,8.06,0.0458,1.000,0.091,0.000,26.45
1.011,-3434.35,-9330.30,24.35,320798.3166,4039142.5169,52,9.75,0.0662,1.000,0.091,0.000,17.43
1.110,-3403.92,-9330.24,24.07,320798.6210,4039142.5163,52,11.91,0.0844,1.000,0.091,0.000,21.88
1.225,-3362.11,-9330.02,18.98,320799.0391,4039142.5141,52,14.41,0.1111,1.000,0.090,0.000,21.77
1.317,-3326.49,-9329.89,16.88,320799.3953,4039142.5128,52,16.06,0.1404,1.000,0.089,0.000,17.81
1.419,-3277.82,-9329.69,17.58,320799.8820,4039142.5108,52,18.14,0.1795,1.000,0.088,0.000,20.46
1.512,-3227.80,-9329.44,19.46,320800.3821,4039142.5083,52,20.02,0.2184,1.000,0.087,0.000,20.16
1.614,-3168.31,-9329.09,20.47,320800.9771,4039142.5048,52,22.03,0.2625,1.000,0.086,0.000,19.88
1.710,-3106.28,-9328.68,20.03,320801.5974,4039142.5007,52,23.98,0.3066,1.000,0.085,0.000,20.23
1.820,-3028.77,-9328.12,19.08,320802.3725,4039142.4951,52,26.30,0.3595,1.000,0.083,0.000,21.04
1.917,-2954.40,-9327.52,18.86,320803.1161,4039142.4891,52,28.47,0.4076,1.000,0.081,0.000,22.29
2.010,-2877.35,-9326.84,19.18,320803.8867,4039142.4823,52,30.68,0.4549,1.000,0.080,0.000,23.74
2.109,-2789.68,-9326.00,19.60,320804.7633,4039142.4739,52,33.17,0.5055,1.000,0.078,0.000,25.42
2.220,-2681.70,-9324.88,19.71,320805.8432,4039142.4627,52,36.23,0.5634,1.000,0.075,0.000,27.47
2.324,-2571.37,-9323.64,19.62,320806.9465,4039142.4503,52,39.29,0.6169,1.000,0.073,0.000,29.32
2.423,-2459.56,-9322.29,19.55,320808.0645,4039142.4368,52,42.21,0.6667,1.000,0.070,0.000,29.66
2.524,-2335.18,-9320.70,19.60,320809.3084,4039142.4209,52,45.25,0.7168,1.000,0.067,0.000,29.91
2.623,-2206.75,-9318.96,19.70,320810.5927,4039142.4035,52,48.22,0.7630,1.000,0.064,0.000,30.17
2.723,-2067.62,-9316.99,19.78,320811.9840,4039142.3838,52,51.27,0.8072,1.000,0.061,0.000,30.44
2.810,-1939.50,-9315.09,19.82,320813.2652,4039142.3648,52,53.95,0.8431,1.000,0.058,0.000,30.70
2.927,-1757.19,-9312.28,19.99,320815.0883,4039142.3367,52,57.58,0.8870,1.000,0.053,0.000,30.99
3.011,-1619.44,-9310.08,20.08,320816.4658,4039142.3147,52,60.20,0.9152,1.000,0.050,0.000,31.26
3.120,-1432.17,-9307.01,20.01,320818.3385,4039142.2840,52,63.62,0.9473,1.000,0.046,0.000,31.54
3.220,-1248.89,-9303.92,19.99,320820.1713,4039142.2531,52,66.82,0.9728,1.000,0.041,0.000,31.83
3.309,-1079.26,-9301.00,20.06,320821.8676,4039142.2239,52,69.66,0.9919,1.000,0.037,0.000,31.86
3.426,-847.86,-9296.95,20.08,320824.1816,4039142.1834,52,73.32,1.0120,1.000,0.031,0.000,31.55
3.510,-671.88,-9293.82,20.09,320825.9413,4039142.1521,52,75.95,1.0234,1.000,0.027,0.000,30.99
3.613,-450.84,-9289.86,20.09,320828.1518,4039142.1125,52,78.02,1.0339,1.000,0.022,0.000,20.20
3.713,-234.41,-9285.95,19.81,320830.3161,4039142.0734,52,77.89,1.0407,1.000,0.017,0.000,-1.29
3.811,-23.91,-9282.12,19.28,320832.4211,4039142.0352,52,77.76,1.0447,1.000,0.011,0.000,-1.29
3.914,199.59,-9278.05,18.87,320834.6561,4039141.9944,52,77.63,1.0466,1.000,0.006,0.000,-1.30
4.014,414.40,-9274.13,18.97,320836.8042,4039141.9552,52,77.50,1.0470,1.000,0.001,0.000,-1.29
4.118,638.85,-9270.03,19.39,320839.0487,4039141.9142,52,77.37,1.0472,1.000,-0.005,0.000,-1.28
4.220,857.69,-9266.03,19.63,320841.2371,4039141.8743,52,78.28,1.0474,1.000,-0.010,0.000,9.01
4.322,1078.86,-9262.00,19.60,320843.4488,4039141.8339,52,78.15,1.0472,1.000,-0.016,0.000,-1.30
4.424,1299.54,-9257.97,19.43,320845.6556,4039141.7936,52,78.02,1.0452,1.000,-0.021,0.000,-1.30
4.522,1511.58,-9254.12,19.25,320847.7760,4039141.7551,52,77.89,1.0402,1.000,-0.026,0.000,-1.30
4.608,1699.21,-9250.73,19.18,320849.6523,4039141.7212,52,77.78,1.0334,1.000,-0.031,0.000,-1.30
4.723,1946.52,-9246.31,19.25,320852.1253,4039141.6770,52,77.63,1.0200,1.000,-0.037,0.000,-1.29
4.823,2162.44,-9242.50,19.34,320854.2846,4039141.6389,52,77.50,1.0037,1.000,-0.042,0.000,-1.29
4.918,2365.78,-9238.98,19.36,320856.3180,4039141.6037,52,77.38,0.9839,1.000,-0.046,0.000,-1.29
5.015,2575.08,-9235.44,19.32,320858.4109,4039141.5683,52,77.25,0.9585,1.000,-0.051,0.000,-1.28
5.112,2785.25,-9231.99,19.35,320860.5126,4039141.5338,52,78.12,0.9285,1.000,-0.055,0.000,8.94
5.209,2996.15,-9228.64,19.42,320862.6217,4039141.5004,52,77.99,0.8925,1.000,-0.059,0.000,-1.30
5.324,3244.28,-9224.90,19.41,320865.1030,4039141.4629,52,77.85,0.8426,1.000,-0.064,0.000,-1.30
5.411,3431.58,-9222.22,19.34,320866.9759,4039141.4361,52,77.73,0.7999,1.000,-0.067,0.000,-1.29
5.512,3650.03,-9219.28,19.35,320869.1605,4039141.4067,52,77.60,0.7448,1.000,-0.070,0.000,-1.29
5.611,3862.28,-9216.64,19.61,320871.2830,4039141.3804,52,77.48,0.6864,0.928,-0.072,0.000,-1.29
5.720,4096.58,-9213.99,19.57,320873.6260,4039141.3538,52,77.34,0.6166,0.796,-0.074,0.000,-1.29
5.814,4298.00,-9211.94,19.29,320875.6401,4039141.3333,52,77.21,0.5511,0.682,-0.081,0.000,-1.28
5.912,4509.25,-9210.05,19.14,320877.7527,4039141.3144,52,77.49,0.4778,0.538,-0.065,0.000,2.80
6.008,4716.94,-9208.39,19.23,320879.8296,4039141.2978,52,77.37,0.4199,0.450,-0.059,0.000,-1.28
6.120,4956.43,-9206.69,19.38,320882.2245,4039141.2808,52,77.22,0.3737,0.378,-0.027,0.000,-1.28
6.218,5166.25,-9205.31,19.41,320884.3227,4039141.2670,52,77.34,0.3572,0.295,-0.010,0.000,1.16
6.315,5375.62,-9203.98,19.34,320886.4164,4039141.2537,52,77.31,0.3529,0.239,0.034,0.000,-0.28
6.413,5584.59,-9202.64,19.28,320888.5061,4039141.2403,52,77.23,0.3643,0.188,0.064,0.000,-0.79
6.523,5820.52,-9200.94,19.27,320890.8654,4039141.2233,52,77.18,0.4238,0.129,0.107,0.000,-0.49
6.622,6033.86,-9198.88,19.31,320892.9988,4039141.2027,52,77.09,0.5825,0.088,0.167,0.000,-0.90
6.720,6243.94,-9195.86,19.33,320895.0996,4039141.1725,52,76.93,0.9038,0.000,0.217,0.000,-1.66
6.811,6436.22,-9191.55,19.33,320897.0224,4039141.1294,52,76.56,1.4090,0.000,0.281,0.000,-4.06
6.922,6670.98,-9183.10,19.27,320899.3700,4039141.0449,52,76.10,2.4036,0.000,0.342,0.000,-4.16
7.018,6874.04,-9171.46,19.19,320901.4006,4039140.9285,52,75.67,3.7049,0.000,0.380,0.000,-4.40
7.109,7063.05,-9155.58,19.16,320903.2907,4039140.7697,52,75.24,5.3636,0.000,0.459,0.000,-4.74
7.213,7277.93,-9129.36,19.18,320905.4395,4039140.5075,52,74.87,7.9090,0.114,0.496,0.000,-3.60
7.312,7481.75,-9094.66,19.28,320907.4777,4039140.1606,52,74.60,10.8175,0.108,0.517,0.000,-2.68
7.421,7701.09,-9045.19,19.30,320909.6711,4039139.6658,52,74.31,14.2373,0.174,0.522,0.000,-2.70
7.517,7891.00,-8991.27,19.25,320911.5702,4039139.1267,52,74.10,17.2783,0.165,0.492,0.000,-2.22
7.616,8082.69,-8926.07,19.25,320913.4871,4039138.4746,52,73.88,20.2593,0.155,0.480,0.000,-2.19
7.710,8262.44,-8854.63,19.25,320915.2845,4039137.7602,52,73.68,23.0240,0.132,0.456,0.000,-2.10
7.820,8466.59,-8761.70,19.24,320917.3260,4039136.8309,52,73.45,25.9660,0.083,0.465,0.000,-2.12
7.920,8647.28,-8668.18,19.27,320919.1330,4039135.8957,52,73.21,28.5924,0.000,0.456,0.000,-2.41
8.017,8817.15,-8570.40,19.28,320920.8317,4039134.9179,52,72.73,31.0840,0.000,0.456,0.000,-4.94
8.112,8978.28,-8467.53,19.23,320922.4430,4039133.8892,52,72.23,33.6413,0.000,0.498,0.000,-5.26
8.211,9138.05,-8353.88,19.15,320924.0406,4039132.7527,52,70.60,36.5854,0.000,0.522,0.000,-16.48
8.311,9289.89,-8232.25,19.03,320925.5591,4039131.5365,52,69.66,39.9136,0.000,0.582,0.000,-9.38
8.415,9438.23,-8096.82,19.00,320927.0425,4039130.1821,52,68.99,43.7507,0.000,0.622,0.000,-6.45
8.516,9570.95,-7957.93,19.15,320928.3697,4039128.7933,52,68.30,47.6448,0.000,0.639,0.000,-6.84
8.621,9696.58,-7805.52,19.40,320929.6260,4039127.2691,52,67.58,51.8687,0.000,0.636,0.000,-6.84
8.717,9800.44,-7659.79,19.45,320930.6646,4039125.8118,52,66.92,55.7910,0.000,0.629,0.000,-6.83
8.817,9896.95,-7502.57,19.24,320931.6297,4039124.2396,52,66.30,59.7854,0.000,0.574,0.000,-6.20
8.914,9979.91,-7345.38,19.06,320932.4592,4039122.6678,52,65.76,63.4183,0.000,0.533,0.000,-5.62
9.012,10053.07,-7183.80,19.07,320933.1909,4039121.0519,52,65.42,66.7786,0.064,0.491,0.000,-3.50
9.122,10124.88,-6998.27,19.23,320933.9090,4039119.1966,52,65.18,70.0427,0.057,0.453,0.000,-2.14
9.216,10178.61,-6836.45,19.33,320934.4463,4039117.5784,52,65.01,72.4614,0.088,0.429,0.000,-1.83
9.315,10228.04,-6664.40,19.35,320934.9406,4039115.8579,52,64.86,74.7196,0.094,0.406,0.000,-1.46
9.412,10269.88,-6495.58,19.30,320935.3590,4039114.1697,52,64.74,76.7002,0.108,0.392,0.000,-1.33
9.520,10310.07,-6305.02,19.24,320935.7608,4039112.2641,52,64.62,78.7485,0.118,0.380,0.000,-1.05
9.615,10339.52,-6138.78,19.23,320936.0554,4039110.6017,52,64.52,80.4267,0.133,0.375,0.000,-1.06
9.709,10364.20,-5971.39,19.27,320936.3022,4039108.9278,52,64.53,82.0539,0.316,0.370,0.000,0.09
9.818,10386.88,-5777.37,19.32,320936.5290,4039106.9876,52,64.72,83.8719,0.371,0.362,0.000,1.73
9.920,10402.76,-5594.39,19.40,320936.6878,4039105.1578,52,65.21,85.5017,0.530,0.351,0.000,4.81
10.013,10413.19,-5423.87,19.44,320936.7921,4039103.4526,52,66.12,86.9031,0.651,0.334,0.000,9.77
10.110,10420.12,-5243.22,19.51,320936.8614,4039101.6461,52,67.50,88.2268,0.736,0.313,0.000,14.14
10.220,10423.59,-5033.75,19.64,320936.8960,4039099.5514,52,69.42,89.5398,0.790,0.286,0.000,17.53
10.320,10423.10,-4839.07,19.76,320936.8912,4039097.6046,52,71.36,90.5497,0.815,0.261,0.000,19.51
10.411,10419.94,-4655.31,19.89,320936.8596,4039095.7670,52,73.21,91.3314,0.823,0.236,0.000,20.30
10.518,10413.26,-4433.23,20.24,320936.7928,4039093.5462,52,75.40,92.0790,0.816,0.205,0.000,20.39
10.616,10404.83,-4224.51,20.14,320936.7085,4039091.4590,52,77.31,92.6137,0.803,0.177,0.000,19.45
10.714,10394.72,-4014.77,19.70,320936.6074,4039089.3616,52,77.86,93.0173,0.842,0.150,0.000,5.57
10.811,10383.42,-3806.17,19.30,320936.4944,4039087.2756,52,77.73,93.3165,0.926,0.123,0.000,-1.31
10.912,10370.57,-3587.46,19.07,320936.3659,4039085.0885,52,77.60,93.5302,1.000,0.096,0.000,-1.30
11.025,10355.48,-3344.66,19.16,320936.2150,4039082.6605,52,77.45,93.6740,1.000,0.067,0.000,-1.29
11.122,10342.11,-3136.42,19.36,320936.0813,4039080.5781,52,77.33,93.7403,1.000,0.042,0.000,-1.29
11.221,10328.23,-2923.74,19.48,320935.9425,4039078.4513,52,78.22,93.7709,1.000,0.018,0.000,9.04
11.315,10314.80,-2719.45,19.59,320935.8082,4039076.4084,52,78.09,93.7807,1.000,-0.005,0.000,-1.30
11.415,10301.74,-2521.52,19.76,320935.6776,4039074.4291,52,77.97,93.7823,1.000,-0.027,0.000,-1.18
11.533,10285.04,-2268.12,19.56,320935.5106,4039071.8951,52,77.82,93.7695,1.000,-0.054,0.000,-1.30
11.608,10274.38,-2105.27,19.32,320935.4040,4039070.2666,52,77.72,93.7450,1.000,-0.073,0.000,-1.29
11.727,10257.85,-1848.98,19.22,320935.2387,4039067.7037,52,77.57,93.6655,1.000,-0.099,0.000,-1.29
11.810,10246.74,-1672.06,19.36,320935.1276,4039065.9345,52,77.46,93.5727,1.000,-0.115,0.000,-1.29
11.924,10231.91,-1426.31,19.55,320934.9793,4039063.4770,52,77.32,93.3836,1.000,-0.136,0.000,-1.29
12.020,10220.29,-1221.50,19.54,320934.8631,4039061.4289,52,77.19,93.1692,1.000,-0.153,0.000,-1.29
12.109,10210.19,-1029.97,19.39,320934.7621,4039059.5136,52,77.08,92.9215,1.000,-0.164,0.000,-1.30
12.209,10199.93,-814.92,19.39,320934.6595,4039057.3631,52,78.01,92.6002,1.000,-0.174,0.000,9.35
12.314,10190.50,-589.01,19.53,320934.5652,4039055.1040,52,77.87,92.2168,1.000,-0.181,0.000,-1.32
12.413,10182.97,-374.23,19.51,320934.4899,4039052.9562,52,77.74,91.8165,1.000,-0.184,0.000,-1.33
12.522,10176.44,-139.15,19.28,320934.4246,4039050.6054,52,77.59,91.3583,1.000,-0.184,0.000,-1.33
12.621,10172.13,73.82,19.14,320934.3815,4039048.4757,52,77.46,90.9406,1.000,-0.182,0.000,-1.33
12.720,10169.35,285.37,19.20,320934.3537,4039046.3602,52,77.33,90.5355,1.000,-0.177,0.000,-1.32
12.815,10168.03,491.28,19.33,320934.3405,4039044.3011,52,77.21,90.1593,1.000,-0.170,0.000,-1.31
12.913,10168.01,699.60,19.38,320934.3403,4039042.2179,52,77.08,89.8052,1.000,-0.161,0.000,-1.30
13.011,10169.24,910.88,19.37,320934.3526,4039040.1051,52,78.03,89.4819,1.000,-0.151,0.000,9.65
13.111,10171.65,1126.64,19.53,320934.3767,4039037.9475,52,77.90,89.1944,1.000,-0.141,0.000,-1.31
13.216,10175.29,1354.94,19.63,320934.4131,4039035.6645,52,77.76,88.9292,1.000,-0.128,0.000,-1.30
13.323,10179.94,1585.17,19.38,320934.4595,4039033.3622,52,77.62,88.7061,1.000,-0.114,0.000,-1.30
13.415,10184.57,1782.66,19.13,320934.5059,4039031.3873,52,77.50,88.5495,1.000,-0.102,0.000,-1.30
13.514,10190.13,1995.90,19.10,320934.5615,4039029.2549,52,77.37,88.4139,0.957,-0.089,0.000,-1.29
13.615,10196.28,2213.42,19.28,320934.6230,4039027.0797,52,77.24,88.3073,0.864,-0.077,0.000,-1.28
13.712,10202.48,2420.62,19.42,320934.6850,4039025.0078,52,77.45,88.2318,0.794,-0.064,0.000,2.15
13.815,10209.41,2643.37,19.49,320934.7543,4039022.7802,52,77.65,88.1754,0.662,-0.061,0.000,1.92
13.922,10216.77,2873.64,19.39,320934.8279,4039020.4776,52,77.51,88.1397,0.576,-0.028,0.000,-1.29
14.015,10223.23,3073.05,19.26,320934.8925,4039018.4834,52,77.39,88.1267,0.516,0.003,0.000,-1.29
14.116,10230.27,3289.11,19.20,320934.9629,4039016.3229,52,77.26,88.1261,0.454,0.039,0.000,-1.28
14.225,10237.84,3524.03,19.25,320935.0386,4039013.9736,52,77.36,88.1554,0.370,0.097,0.000,0.84
14.322,10244.25,3733.08,19.36,320935.1026,4039011.8831,52,77.34,88.2600,0.302,0.140,0.000,-0.18
14.415,10249.70,3931.85,19.40,320935.1572,4039009.8954,52,77.44,88.4716,0.260,0.184,0.000,1.14
14.514,10254.28,4145.78,19.39,320935.2030,4039007.7561,52,77.48,88.8890,0.198,0.244,0.000,0.34
14.609,10256.66,4350.20,19.33,320935.2268,4039005.7119,52,77.44,89.5285,0.170,0.278,0.000,-0.37
14.727,10255.67,4603.26,19.37,320935.2169,4039003.1813,52,77.36,90.6669,0.149,0.328,0.000,-0.69
14.823,10250.64,4809.28,19.37,320935.1666,4039001.1211,52,77.25,91.8825,0.112,0.340,0.000,-1.12
14.919,10241.02,5014.23,19.30,320935.0704,4038999.0716,52,77.12,93.3025,0.130,0.379,0.000,-1.39
15.013,10226.32,5214.73,19.25,320934.9234,4038997.0666,52,76.99,94.9123,0.126,0.389,0.000,-1.37
15.110,10205.04,5421.51,19.25,320934.7106,4038994.9988,52,76.84,96.7303,0.129,0.409,0.000,-1.54
15.219,10173.43,5650.64,19.27,320934.3944,4038992.7075,52,76.68,98.9156,0.143,0.410,0.000,-1.50
15.316,10137.51,5854.39,19.30,320934.0353,4038990.6700,52,76.51,101.0050,0.137,0.432,0.000,-1.69
15.415,10093.28,6059.79,19.31,320933.5930,4038988.6160,52,76.35,103.2421,0.132,0.426,0.000,-1.69
15.511,10043.11,6256.61,19.28,320933.0913,4038986.6478,52,76.17,105.4009,0.105,0.427,0.000,-1.84
15.608,9984.39,6453.92,19.26,320932.5041,4038984.6747,52,75.96,107.6909,0.087,0.440,0.000,-2.18
15.712,9913.60,6659.46,19.27,320931.7962,4038982.6193,52,75.72,110.2284,0.000,0.452,0.000,-2.30
15.809,9838.91,6848.97,19.29,320931.0493,4038980.7242,52,75.39,112.7003,0.000,0.444,0.000,-3.43
15.920,9744.19,7060.58,19.24,320930.1021,4038978.6081,52,74.82,115.5155,0.000,0.451,0.000,-5.11
16.017,9653.94,7239.16,19.18,320929.1996,4038976.8223,52,74.32,118.0089,0.000,0.463,0.000,-5.18
16.111,9559.61,7407.29,19.15,320928.2563,4038975.1410,52,73.84,120.4626,0.000,0.464,0.000,-5.09
16.212,9450.38,7582.88,19.18,320927.1639,4038973.3851,52,73.32,123.1252,0.000,0.467,0.000,-5.16
16.308,9339.32,7743.78,19.22,320926.0534,4038971.7761,52,72.81,125.7766,0.000,0.478,0.000,-5.26
16.409,9216.71,7904.18,19.24,320924.8273,4038970.1722,52,72.28,128.6322,0.000,0.485,0.000,-5.27
16.518,9074.82,8070.44,19.25,320923.4084,4038968.5095,52,71.70,131.8435,0.000,0.482,0.000,-5.28
16.623,8931.82,8220.65,19.31,320921.9784,4038967.0074,52,70.08,134.8679,0.000,0.492,0.000,-15.38
16.723,8791.88,8352.66,19.18,320920.5790,4038965.6873,52,69.24,137.8073,0.000,0.493,0.000,-8.41
16.810,8666.05,8460.08,19.04,320919.3207,4038964.6131,52,68.80,140.4252,0.000,0.494,0.000,-5.18
16.914,8508.28,8581.65,19.08,320917.7429,4038963.3974,52,68.27,143.5575,0.050,0.495,0.000,-5.05
17.010,8358.79,8684.51,19.28,320916.2481,4038962.3688,52,68.02,146.4697,0.081,0.498,0.000,-2.63
17.119,8184.18,8791.05,19.40,320914.5020,4038961.3034,52,67.76,149.8086,0.116,0.495,0.000,-2.37
17.216,8023.83,8876.91,19.33,320912.8985,4038960.4448,52,67.53,152.8397,0.139,0.500,0.000,-2.33
17.315,7856.49,8955.57,19.23,320911.2251,4038959.6582,52,67.36,155.8763,0.198,0.485,0.000,-1.72
17.412,7688.26,9024.76,19.20,320909.5428,4038958.9663,52,67.29,158.6507,0.233,0.441,0.000,-0.71
17.510,7515.93,9087.36,19.27,320907.8195,4038958.3403,52,67.29,160.9960,0.248,0.383,0.000,0.00
17.628,7306.15,9154.66,19.36,320905.7217,4038957.6673,52,67.39,163.1601,0.312,0.341,0.000,0.84
17.709,7159.96,9196.95,19.40,320904.2598,4038957.2444,52,67.54,164.3626,0.307,0.315,0.000,1.78
17.820,6957.97,9250.44,19.36,320902.2399,4038956.7095,52,67.73,165.7438,0.311,0.292,0.000,1.71
17.920,6775.38,9294.61,19.34,320900.4140,4038956.2678,52,67.94,166.8128,0.330,0.279,0.000,2.13
18.015,6600.05,9333.82,19.34,320898.6607,4038955.8757,52,68.13,167.7386,0.305,0.273,0.000,2.04
18.114,6415.76,9371.88,19.36,320896.8178,4038955.4951,52,68.29,168.6587,0.285,0.273,0.000,1.60
18.223,6213.17,9410.14,19.35,320894.7919,4038955.1125,52,68.39,169.6667,0.229,0.282,0.000,0.91
18.317,6036.99,9440.22,19.31,320893.0301,4038954.8117,52,68.44,170.5965,0.306,0.299,0.000,0.55
18.414,5854.91,9467.96,19.31,320891.2093,4038954.5343,52,68.60,171.6561,0.316,0.316,0.000,1.62
18.521,5651.50,9494.51,19.38,320889.1752,4038954.2688,52,68.98,172.9751,0.483,0.332,0.000,3.59
18.614,5474.04,9513.68,19.45,320887.4006,4038954.0771,52,69.69,174.2116,0.596,0.336,0.000,7.66
18.712,5281.48,9530.20,19.53,320885.4750,4038953.9119,52,70.83,175.5661,0.683,0.331,0.000,11.46
18.825,5057.87,9544.00,19.60,320883.2389,4038953.7739,52,72.36,177.0695,0.646,0.318,0.000,13.68
18.912,4880.58,9551.09,19.70,320881.4659,4038953.7030,52,73.35,178.1726,0.649,0.303,0.000,11.27
19.026,4647.99,9555.76,19.68,320879.1401,4038953.6563,52,74.52,179.4618,0.542,0.279,0.000,10.34
19.120,4452.37,9556.08,19.52,320877.1839,4038953.6531,52,75.12,-179.6055,0.435,0.257,0.000,6.37
19.218,4246.45,9553.35,19.37,320875.1247,4038953.6804,52,75.47,-178.7746,0.341,0.232,0.000,3.50
19.316,4041.57,9547.99,19.31,320873.0759,4038953.7340,52,75.63,-178.0976,0.267,0.205,0.000,1.70
19.410,3843.55,9540.75,19.30,320871.0957,4038953.8064,52,75.69,-177.5761,0.214,0.180,0.000,0.58
19.523,3607.43,9530.04,19.31,320868.7345,4038953.9135,52,75.67,-177.1058,0.157,0.150,0.000,-0.16
19.613,3418.56,9520.24,19.29,320866.8458,4038954.0115,52,75.61,-176.8317,0.113,0.126,0.000,-0.64
19.716,3200.98,9507.96,19.31,320864.6700,4038954.1343,52,75.51,-176.6098,0.063,0.100,0.000,-0.98
19.809,3007.82,9496.43,19.32,320862.7384,4038954.2496,52,75.28,-176.4799,0.000,0.076,0.000,-2.46
19.919,2778.84,9482.28,19.26,320860.4486,4038954.3911,52,74.86,-176.3893,0.000,0.050,0.000,-3.86
20.010,2589.50,9470.35,19.20,320858.5552,4038954.5104,52,74.51,-176.3525,0.000,0.019,0.000,-3.85
20.109,2387.37,9457.50,19.19,320856.5339,4038954.6389,52,74.13,-176.3396,0.000,-0.002,0.000,-3.83
20.219,2161.41,9443.06,19.23,320854.2743,4038954.7833,52,73.71,-176.3368,0.000,0.001,0.000,-3.81
20.324,1949.12,9429.48,19.24,320852.1514,4038954.9191,52,72.38,-176.3366,0.000,0.005,0.000,-12.61
20.419,1759.68,9417.35,19.16,320850.2570,4038955.0404,52,72.03,-176.3365,0.000,0.012,0.000,-3.75
20.516,1565.68,9404.90,19.11,320848.3169,4038955.1649,52,71.67,-176.3300,0.000,0.051,0.052,-3.73
20.623,1355.63,9391.25,19.17,320846.2165,4038955.3014,52,70.42,-176.2779,0.000,0.098,0.000,-11.60
20.722,1162.39,9378.29,19.29,320844.2841,4038955.4310,52,70.06,-176.1491,0.000,0.139,0.000,-3.65
20.823,968.66,9364.57,19.33,320842.3468,4038955.5682,52,69.27,-175.9061,0.000,0.173,0.000,-7.94
20.914,794.21,9351.20,19.23,320840.6022,4038955.7019,52,68.83,-175.5590,0.000,0.211,0.057,-4.78
21.008,616.30,9336.15,19.10,320838.8232,4038955.8524,52,67.73,-175.0573,0.000,0.226,0.000,-11.60
21.119,409.26,9316.33,19.06,320836.7528,4038956.0506,52,67.33,-174.3220,0.000,0.259,0.051,-3.59
21.218,226.51,9296.27,19.16,320834.9253,4038956.2512,52,66.55,-173.5293,0.000,0.274,0.000,-7.93
21.316,49.27,9274.22,19.27,320833.1529,4038956.4717,52,65.61,-172.6804,0.000,0.271,0.000,-9.63
21.424,-145.63,9246.66,19.24,320831.2039,4038956.7473,52,65.10,-171.6534,0.000,0.290,0.000,-4.75
21.516,-308.95,9220.58,19.17,320829.5707,4038957.0081,52,64.77,-170.7038,0.000,0.299,0.000,-3.51
21.614,-481.52,9189.81,19.17,320827.8450,4038957.3159,52,64.43,-169.6294,0.000,0.326,0.000,-3.53
21.714,-657.33,9154.59,19.27,320826.0869,4038957.6680,52,64.07,-168.3950,0.000,0.370,0.000,-3.58
21.821,-842.68,9111.85,19.31,320824.2334,4038958.0954,52,63.66,-166.6723,0.000,0.412,0.000,-3.82
21.913,-998.31,9070.48,19.25,320822.6771,4038958.5091,52,63.29,-164.8423,0.000,0.439,0.000,-4.03
22.010,-1160.94,9020.62,19.20,320821.0508,4038959.0077,52,62.88,-162.5509,0.000,0.475,0.000,-4.23
22.122,-1344.10,8954.74,19.20,320819.2192,4038959.6665,52,62.38,-159.5226,0.000,0.501,0.000,-4.48
22.220,-1499.60,8889.12,19.25,320817.6642,4038960.3227,52,61.92,-156.5737,0.000,0.525,0.000,-4.70
22.315,-1646.57,8817.47,19.32,320816.1945,4038961.0392,52,61.47,-153.4867,0.000,0.530,0.000,-4.68
22.415,-1794.22,8735.13,19.32,320814.7179,4038961.8626,52,60.98,-150.2219,0.000,0.547,0.000,-4.90
22.517,-1938.69,8642.54,19.25,320813.2733,4038962.7885,52,60.48,-146.7055,0.000,0.542,0.000,-4.97
22.614,-2069.79,8546.87,19.20,320811.9623,4038963.7452,52,60.00,-143.2960,0.000,0.548,0.000,-4.85
22.716,-2199.76,8439.17,19.20,320810.6626,4038964.8222,52,59.51,-139.7200,0.000,0.538,0.000,-4.83
22.814,-2317.78,8328.32,19.24,320809.4823,4038965.9307,52,59.18,-136.2600,0.057,0.543,0.000,-3.37
22.913,-2428.86,8210.69,19.28,320808.3716,4038967.1070,52,58.93,-132.8368,0.063,0.530,0.000,-2.50
23.012,-2532.62,8086.95,19.30,320807.3340,4038968.3444,52,58.70,-129.4840,0.061,0.538,0.000,-2.37
23.120,-2636.60,7946.00,19.32,320806.2942,4038969.7539,52,58.44,-125.8447,0.070,0.533,0.000,-2.40
23.230,-2732.86,7796.92,19.34,320805.3316,4038971.2447,52,58.21,-122.2637,0.076,0.505,0.000,-2.09
